,id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
6894,6894,0,", foreword",,,1994,foreword,r ackerley,"bt technology journal ,",2002.0
6895,6895,0,reminiscences on influential papers,,,2000,reminiscences of an indian official,o cavenagh,,1884.0
6896,6896,1,generalizing gloss to vector-space databases and broker hierarchies,"l gravano , h garcia-molina",vldb,1995,"generalizing gloss to vector-space databases and broker hierarchies . technicalreport ,","l gravano , h garcia-molina",,1995.0
6897,6897,0,metadata in video databases,"r jain , a hampapur",sigmod record,1994,modeling and querying video databases,"c decleir , ms hacid",,
6898,6898,0,infomaster : an information integration system,"m genesereth , a keller , o duschka",sigmod conference,1997,interoperability of geographical information systems,h kuus,,2002.0
6899,6899,1,metadata for digital media : introduction to the special issue,"w klas , a sheth",sigmod record,1994,special issue : metadata for digital data,"w klas , a sheth","acm sigmod record 23 ( 4 ) ,",
6900,6900,0,guest editor s introduction,,,1998,data management issues in electronic commerce guest editor s introduction,a dogac,"sigmod record ,",2002.0
6901,6901,0,temporal conditions and integrity constraints in active database systems,"a sistla , o wolfson",sigmod conference,1995,integrating triggers and declarative constraints in sql database systems,"r cochrane , h pirahesh , nm mattos","vldb ,",1996.0
6902,6902,0,vqbd : exploring semistructured data,"s chawathe , t baby , j yeo",sigmod conference,2001,describing semistructured data,l cardelli,"sigmod record ,",2001.0
6903,6903,1,sampling large databases for association rules,h toivonen,vldb,1996,sampling large databases for association mining,h toivonen,"proc . 22nd int &#39; l conf . very large databases ,",
6904,6904,1,tip : a temporal extension to informix,"j yang , h ying , j widom",sigmod conference,2000,tip : a temporal extension to informix,"j yang , hc ying , j widom",,
6905,6905,0,anatomy of a native xml base management system,"t fiebig , s helmer , c kanne , g moerkotte , j neumann , r schiele , t westmann",vldb j.,2002,the araneus web-base management system,"g mecca , p atzeni , a masci , p merialdo , g sindoni",,
6906,6906,0,editor s notes,l liu,sigmod record,2002,editorâ ?? s notes,gr maughan,"new directions for higher education ,",2001.0
6907,6907,0,watermarking relational databases,"r agrawal , j kiernan",vldb,2002,querying multidimensional databases,"l cabibbo , r torlone",,
6908,6908,0,priority assignment in real-time active databases,"r sivasankaran , j stankovic , d towsley , b purimetla , k ramamritham",vldb j.,1996,real-time databases,s son,"acm sigmod record ,",
6909,6909,0,dimensionality reduction for similarity searching in dynamic databases,"k kanth , d agrawal , a singh",sigmod conference,1998,dimensionality reduction for fast similarity search in large time series databases,"e keogh , k chakrabarti , m pazzani , s mehrotra","knowledge and information systems ,",2001.0
6910,6910,0,smooth - a distributed multimedia database system,"h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch",vldb,2001,principles of distributed database systems,", p valduriez",prentice,
6911,6911,1,dataguides : enabling query formulation and optimization in semistructured databases,"r goldman , j widom",vldb,1997,dataguides : enabling query formulation and optimization in semistructured data,"r goldman , j widom",proceedings of the 23rd international conference on very,
6912,6912,0,languages for multi-database interoperability,"f gingras , l lakshmanan , i subramanian , d papoulis , n shiri",sigmod conference,1997,a language for interoperability in relational mulitdatabase systems,"s lakshaman , s subramanian",,1996.0
6913,6913,0,index nesting - an efficient approach to indexing in object-oriented databases,"b ooi , j han , h lu , k tan",vldb j.,1996,querying object-oriented databases,m kifer,,
6914,6914,0,editorial,,,2001,guest editorial,ay halevy,"the vldb journal the international journal on very large & hellip ; ,",2002.0
6915,6915,0,groupwise processing of relational queries,"d chatziantoniou , k ross",vldb,1997,the complexity of evaluating relational queries,ss cosmadakis,"proceedings of the 2nd acm sigact-sigmod symposium on & hellip ; ,",1983.0
6916,6916,1,efficient and effective clustering methods for spatial data mining,"r ng , j han",vldb,1994,e cient and effective clusteringmethodforspatialdatamining,"r ng , j han","proc . 1994 int . conf . very large data bases , pages144 { 155 ,",
6917,6917,0,the aditi deductive database system,"j vaghani , k ramamohanarao , d kemp , z somogyi , p stuckey , t leask , j harland",vldb j.,1994,the active database system manifesto : a rulebase of adbms features,"kr dittrich , s giatziu , a geppert","proc . ( rids ) , athens , greece , september ,",
6918,6918,0,rolex : relational on-line exchange with xml,"p bohannon , x dong , s ganguly , h korth , c li , p narayan , p shenoy",sigmod conference,2003,rox : relational over xml,"a halverson , v josifovski , g lohman , h pirahesh","proceedings of the international conference on very large & hellip ; ,",2004.0
6919,6919,0,query caching and optimization in distributed mediator systems,"s adali , k candan , y papakonstantinou , v subrahmanian",sigmod conference,1996,query processing and optimization in oracle rdb,"g antoshenkov , m ziauddin","the vldb journal the international journal on very large & hellip ; ,",1996.0
6920,6920,1,small materialized aggregates : a light weight index structure for data warehousing,g moerkotte,vldb,1998,small materialized aggregates : a light weight index structure,g moerkotte,"very large data bases conference ( vldbâ ?? 98 ) ,",
6921,6921,1,starts : stanford proposal for internet meta-searching ( experience paper ),"l gravano , k chang , h garcia-molina , a paepcke",sigmod conference,1997,"change , k. , garcia-molina , h. , paepcke , a. : starts stanford proposal for internet meta-searching",l fravano,proceedings of the acm-sigmod international conference on,
6922,6922,0,the pyramid-technique : towards breaking the curse of dimensionality,"s berchtold , c bіhm , h kriegel",sigmod conference,1998,on k-anonymity and the curse of dimensionality,cc aggarwal,"proceedings of the 31st international conference on very & hellip ; ,",2005.0
6923,6923,0,odefs : a file system interface to an object-oriented database,"n gehani , h jagadish , w roome",vldb,1994,accessing a relational database through an object-oriented database interface,j orenstein,"proceedings of the international conference on very large & hellip ; ,",1995.0
6924,6924,1,a database interface for file updates,"s abiteboul , s cluet , t milo",sigmod conference,1995,a database interface for files update . to appear :,"s abiteboul , s cluet , t milo","proc . acm sigmod international conference on management of & hellip ; ,",
6925,6925,0,on the computation of multidimensional aggregates,"s agarwal , r agrawal , p deshpande , a gupta , j naughton , r ramakrishnan , s sarawagi",vldb,1996,approximate computation of multidimensional aggregates in a data warehouse,"r pears , m mansfield","annual conference proceedings of the national advisory & hellip ; ,",
6926,6926,1,schema mapping as query discovery,"r miller , l haas , m hernсndez",vldb,2000,m. hern andez . schema mapping as query discovery,"r miller , l haas","proc vldb ,",
6927,6927,0,on-line warehouse view maintenance,"d quass , j widom",sigmod conference,1997,efficient view maintenance in xml data warehouses,"h liefke , sb davidson",,
6928,6928,1,the piazza peer data management project,"i tatarinov , z ives , j madhavan , a halevy , d suciu , n dalvi , x dong , y kadiyska , g miklau , p mork",sigmod record,2003,the piazza peer data mgt project,i tatarinovâ ? ¦,"sigmod rec ,",
6929,6929,0,the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,"g qian , q zhu , q xue , s pramanik",vldb,2003,segment indexes : dynamic indexing techniques for multi-dimensional interval data,"cp kolovson , m stonebraker","proceedings of the 1991 acm sigmod international conference & hellip ; ,",1991.0
6930,6930,0,revisiting commit processing in distributed database systems,"r gupta , j haritsa , k ramamritham",sigmod conference,1997,smooth-a distributed multimedia database system,"h kosch , c hanin , c hofbauer , m lang , c riedler , r","vldb ,",2001.0
6931,6931,0,catching the boat with strudel : experiences with a web-site management system,"m fernandez , d florescu , j kang , a levy , d suciu",sigmod conference,1998,system demonstration-strudel : a web-site management system,m fernandezâ ? ¦,,1997.0
6932,6932,1,multi-dimensional database allocation for parallel data warehouses,"t stіhr , h mфrtens , e rahm",vldb,2000,multi-dimensional database allocation for parallel data warehouses,"t stoehr , h maertens , e rahm","vldb ,",2000.0
6933,6933,0,an aspect of query optimization in multidatabase systems ( extended abstract ),"c lee , c chen , h lu",sigmod record,1995,query optimization for codasyl database systems,"u dayal , n goodman",,
6934,6934,0,retrieval of composite multimedia objects,"s chaudhuri , s ghandeharizadeh , c shahabi",vldb,1995,the optimal retrieval start times of media objects for the multimedia presentation,"sw kim , sj kim , ti jeong , sw yoo","information & software technology ,",2001.0
6935,6935,0,partial results for online query processing,"v raman , j hellerstein",sigmod conference,2002,xml query processing,"d florescu , d kossmann","data engineering , 2004 . proceedings . 20th international",
6936,6936,0,author index,,vldb,2000,author index : n,"el nagaev , vv osipov , aa samokhvalov , m nagatomo ,","physics-uspekhi ,",1995.0
6937,6937,0,document management as a database problem,r bayer,vldb,1995,multimedia database management systems,a ghafoo17,"acm computing surveys ,",1995.0
6938,6938,0,projecting xml documents,"a marian , j simщon",vldb,2003,generating relations from xml documents,"s cohen , y kanza , y sagiv","lecture notes in computer science ,",2003.0
6939,6939,0,grid data management systems & services,,,2003,bilvideo video database management system,"o ulusoy , c alper",,
